OTUID;Kingdom;Phylum;Class;Order;Family;Genus;Species
3988c4936cd624993f0988f5d86f309c;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
1c73e3c01919f3d11b0b3b1f88e4c522;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;;
626792edda5b737328a0ea369f1d684b;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;;
776087d3970521c6c6c9d56804d4012e;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
113ebb8a74385140a72ec987696a4bb0;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
20eb39ea637c395cb91e2d184e412d2e;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;metagenome
5469ffed12f8b064b6154a8be3104f21;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;[Clostridium] innocuum group;
dd2615be3a33689fd858f4309244e74d;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
81f6ded648ad408911cc929b969e7e9f;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;
e1b4b883e6a68e016fa75373b1411a7b;Unassigned;;;;;;
c12b915816c9a75c87a4a0eea049e213;Bacteria;;;;;;
0e920b4e9f654a7639358c0e17a3bfd5;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;
36596b504fab4e1c6a907c7637dfc8f4;Unassigned;;;;;;
b0d3c28a8eb43ad6295339b2987bc1d0;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Parvibacter;uncultured bacterium
688eee0d792a97192f0e9a0a68a363fc;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;uncultured rumen bacterium
d1bcac8ef9da449cb7cfdbfe67f706b6;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group;
028fed081fb2bf49ba1f3c2b924c4bae;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;;
8ae4d61683f21b8e5a3b0e5fa101b966;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;uncultured bacterium
715149df9af5057e46085ca433fad191;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
791c203639ec241ef86fe0e3eb1f6ba1;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
261d155c6ca4a1145e0d03e8cc20f70d;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-002;
8881e28ac4b4fe631bccd836d259c3da;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
94f3f6ffe18b2b2ce901fdc5b991c027;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. AL-1
71f2af2e8e1172cba982d0f5edefadbf;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. AL-1
b8e60339275f1e408ec64aaccc6acdd9;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter;
4a1e37be105a1fd19f5f001f7d70f192;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;
d5e7eaa3ea0af601940886e4e3c29de8;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
8c4fe8de954a1130db531aeadbcd0dfa;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;;
773c6c23019cab37bc24b167c64de828;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;;
438c54aa1e43509337b7163fec0c1e5c;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
95042bab1b266e8d3489d530157f25b1;Bacteria;;;;;;
59d47b2ef5f8d2f1b87763504a299489;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;Prevotella copri DSM 18205
322e9b8343b796629752fb4edbbd922c;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 2;
5928d3661cf551f783b8213e5a6eb349;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
41ee30cc8a0368f1c4272354a04a58ad;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
fd0be9bb85816d3f44367452e31a7636;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;uncultured bacterium
ef0b772fd00268b64645d2ef106f2e3e;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;
62e24952b489a23aad8aa38633d783f0;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;metagenome
5c42cd3a8c2f7a665dd5e069bc03b7e1;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;
18b4701188dec2d9d8f50830150b4f28;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873;Bacteroidales bacterium H4
d70281fbc31fdb21c9e97a01563c30dd;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group;
008f7803dcabc6b175c5ae8e38af20c1;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured organism;uncultured organism
08a7340b23af7ea99003306698f258f5;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;uncultured bacterium
1b8dcec70807b736247934a1a6723345;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
646c64f6e9ff76256814690ca1d00a82;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ad72c9dc307b3a68961bb4b12e0f5658;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Parvimonas;
4ae7d26344d3d2dec09eb8ce6baff3b0;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;
0c4b2ebe9b648d4ff2bf5815e5bc24ac;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
016ef63fe4d93934ed1728445d3b3f5b;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
1cc0b4745f34d20bddfa88a12e6800aa;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-010;
ae494b465841005db860b79d57a1b9d4;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;metagenome
56ce813efee3ee85df5970231d77beb3;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
debceb8c4b4f5c0e378e20885f0828ad;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
7f18db21ab2d7335ba18b2fa50d3f794;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
e200d1cc5f33a3131f412ac5fa243992;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-002;
162aeab4c400109ff9ad43775dd84af1;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
420507e18bdbd77331c75adfe25adaa5;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
e8e254f80de6f7cf6953b1472eaa8bb3;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
3c9496fd3e3285bd6259353bba766a05;Bacteria;Firmicutes;Clostridia;Clostridiales;uncultured;bacterium enrichment culture clone ecb10;bacterium enrichment culture clone ecb10
3f148d54ca54ee72f98a3ebaa53ef341;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;
5d21780da72a6299c0f4b3709f2fa4c6;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;;
37df46d3c3c78dbde6f1eb60f800f87a;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;uncultured;uncultured bacterium
092951e9dd877c504cbd57705a4470e9;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
b76b27e5e108983b49c65efb3f4d6643;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Sellimonas;uncultured bacterium
03644eec384a51e328b5857dc3fd42f2;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
639bb935138670f8fcd8469c2b80c672;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;
25955c1c07820f2485afc661259f0ff9;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ca6ed8dd464227588d88722aa3a6ff16;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
680a73795793c38dccce84e44c324be8;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;
6c14d9b06f0ca35c45503f15f5cd9238;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
56d41e1888afb82446912fe359eeedcf;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;uncultured bacterium
e097b42cf68c6d5616023cf9addcd101;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
294dbf4aa694b4e42f989746c48a88ef;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
95a1ac53c0a979894c1222273fb1c908;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
80d69dee8a24eb1a3a3058a085b04e33;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Mitsuokella;uncultured Mitsuokella sp.
103c5a095af76a95033c4de43c75a588;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
b09bb085792a30eabbfe59f967e3fc55;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
de19e7982780db9cb475ca421b2da9a6;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
2bb09b168bbab85f72bb3d49ab818efe;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;
bea7affa3edd708c87e602fed60aef1c;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
e0601b789b9810b48768837bf7176465;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;metagenome;metagenome
f6781dd9ab00ea6652c4466240ba0767;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group;
e0fe736b8eb0b9e994ec58ac3d8026f3;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
16c7532a0537c1644ae6dcd5ba2120d2;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
2a2fecd73a143939a5e494a96ab06cdf;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
6e784adf741fe8c0682434b7d58b92e8;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;
5262ae76994aae2c8c886f604ca917aa;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter aphrophilus
debff9a070709dfc68235d6485fefdd6;Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Cloacibacillus;
b97b6cf361b1393f9c8f7ca220ccb3ec;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
5b8af25af2e919195a072c6728873a89;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;
5c9209ec1adb05d3e8b8f31203db2c78;Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;uncultured;methanogenic archaeon CH1270
2553d8f105cd643e0681bdc9dc925219;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;Anaerotruncus sp. AT3
c958c953261e2143f9b6553693e6a2e4;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania;
229a52fc282781075178f29e937067fa;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megamonas;
0affb7306f5512eca5a6eba92bbf6aad;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;;
f037c37a3b54bc16e4b555e3385eec7b;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
60f8b475d5d4e0d56effc896155027c3;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group;
b237b58f8cbe17de59871f52fdb3d304;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured;
10e3202364d208ce47a874296e1c9516;Bacteria;;;;;;
098e91a33e049fc62a4d85e70d9d148a;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
26eb1097909e256019f57ecf0e5cfb89;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
e53fc19f594997341a273e344bd7754f;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
b941b52328bf891d8a8492f6aaeb7cfb;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;uncultured;uncultured bacterium
8ca614921127c317665b4d391d8267f9;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
3cc6512840beaa63a9766be23f6d96ac;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus sp. oral clone HT002
cc77518d7e0d909ae396450c02b6c2f5;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
dbfd67ea61c068dac65327dd3aa6699c;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] oxidoreducens group;uncultured bacterium
5feee228137c897fc64cc855a91f2bba;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
b3a5a50a9ab1367f3d1663c57ebb5254;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;uncultured bacterium;uncultured bacterium
b34fdb07a63c646093f55396e9ee45cc;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;
44a0451ddf21b20931e370a9c841daac;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;
d76554742f5243614ea4624fa2ea200f;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;
128f30ab3e07f415d56be3e8a027949a;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
6ffdbbdd7f21afbe8dcbe26a379ed8a4;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;metagenome;metagenome
d6f0f03f375d21fe4859f9531d100d14;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
9768dd225bc181c0ac791d9a85636ab6;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
42e2b5144dcc1528a15fdd77fe7e4a1f;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG-003;
72df54ae4d5fc581834be1b3099b70ab;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
12919c6e484c575eff010c46336068a6;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
1ab9870b47a8813388862efb3a7264ed;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
fe8e8a42ec9ea6bcaf8221ff2b36ce85;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
1d3731c5a760bfeede130d8ffe069e3a;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Peptococcus;uncultured bacterium
3bf45172c7977de4a6698bcde3d06d4c;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;;
00d03dfe9b6440f2607d24795c512e26;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
a74bbbaec5bb645447d95505019da9fe;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;
6d1e6a41c09f64925f060dcd5ec19bb0;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;metagenome
8d8681a540ed01a2c6d05d170255f369;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;metagenome
d389f4f13a56d01dfcafe5dee6f761f3;Bacteria;;;;;;
45c4237da5129fde6e0e594c4086189d;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
41a23a5593c0f3a1bde5aff3d8af1e70;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;
a58082e321ad32978e55b348f172456f;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
95b4cd83ee4391e886a7c2ee88b50737;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;
3a37cf3ddabe7cbc09274667b29825c8;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;
95710c6779a43e8e363b05fe9593aa39;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ae7224cff3a4eb5464f25b0bbe5d3cb8;Unassigned;;;;;;
1b5792ff1a9c4a83d4ca2ce3557f52a0;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;
8b80441274f3464b2407d785a2a3098a;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
caab2b265f45556005436169fffaccbb;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;
d61bd50f3a1501a64f16b2d549de631b;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;bacterium ii1270
f854efc507aafc9065ae02abc9a297ce;Bacteria;;;;;;
bc82b03245b11fb309782c6c2df983d0;Bacteria;;;;;;
876102c28346b4d3b2482f73cf9cff86;Bacteria;;;;;;
7946bdafe064554844a30d5eab0d35de;Unassigned;;;;;;
4afd9bcd7387f51d6c258d5b896a9a1a;Bacteria;;;;;;
bab1d0f7981edda3e7ea0b96620ce4ac;Bacteria;;;;;;
f23639c075256afb2b1cdc85215cf4d2;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;
a6327ffd1d1266ebb3b54a560bf3fe7c;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 2;
ce96cf1f2b66f64ac6183d28ff7a3e81;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
610d3b1c86a9467280f6991b048d6a1b;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;
bb12ca9d767703fba809928f426e8133;Bacteria;;;;;;
60c8e64676445cdcc5b9c628bc1b0648;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 1;
0c1b252eeac627b3604abf0d4502fb45;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
39df33d1659c10c21443eaf6579e94aa;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
11db70c95a064ce917bf41793ca913ef;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
6f655f14b545264faa589d1d726bf740;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;;
67b6ab0fb85aa4f608b8d0dd61483c7e;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
582f7923dc0c3be29a573decccbf64fe;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-004;uncultured bacterium
6e84935957403f742f38561b5ee63761;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;uncultured bacterium
04af2be606f96f398077b643123bf891;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ee2891658d1ff3382f2edc166dea4296;Bacteria;Firmicutes;;;;;
6648815885988ece5b530c7efe305670;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;
fda5541becdb9fa13fa3d8e313b5d786;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Bacteroides] pectinophilus group;[Bacteroides] pectinophilus ATCC 43243
2fa2700ee3820b599acf984dcc85abbf;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ea91dd7b49b1dfe71babb6ca29036d20;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;;
00720fa35e07c207dd082cb230400d80;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus 2;Ruminococcus bromii L2-63
39215c565cf5acede525f357ce1039c9;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Candidatus Soleaferrea;uncultured bacterium
0ccec029d935de5be3ecf1672d7112a1;Bacteria;Firmicutes;Clostridia;Clostridiales;;;
c2d8f91ab4837de693fbe96573473208;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
7e2907253633e481dff65c70cb999fd9;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;Prevotella sp. DJF_RP53
09e7e70488f6df517782241e3c348e59;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group;Prevotella sp. 109
b6a04314c9dab12111d84ca32682907b;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-013;uncultured Clostridiales bacterium
d5dec5117a3c603e1202dc59b8fe1d7e;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 1;
e8fef8858b7174cfc2798af5cb048695;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Allisonella;uncultured bacterium
97b4f23f5c68bd095bc1afe15c7342de;Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;;
415c28bc07a1443a64833319bbdf4d0a;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-014;
a1e5f1ec275f6c3bf6040a1b56df1e02;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;uncultured organism
02be8e23e50580af8f9ef6c665925759;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
83ad0c598d45e09f45afc3cea92a6a81;Bacteria;Firmicutes;;;;;
c4912654f8578e306f23090fe3042861;Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;
157a35701568959ededfce8c71807b76;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-004;uncultured bacterium
ba877ffb6b360ff86dc6ca2a3ebb9ea4;Bacteria;Firmicutes;;;;;
78580f819b5d269c5b2167ec41814f4a;Bacteria;;;;;;
48a9ce07f36879cfed8cc5d497edbc55;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-004;uncultured bacterium
de930a0a6a53fda9cceeab0eaccb5f2e;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
e2649bebc9ec0c04e6af9a710522c1ea;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Harryflintia;
339379bcae8a1145e15d57e97289de1c;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-002;uncultured Firmicutes bacterium
e312e6e26f59ed32fef8dad6dac7ecae;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
a21fd51c724ae21cca3ee7ead8eb2313;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Peptococcus;uncultured bacterium
51ed6d9687b702c889f3cc6b952c82fe;Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;
eae61943b0286add0e47bd3f030c81d7;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
4bd36c8f343b8934e4c48178a517a9b3;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
fe95fac33d29d6ea0c2f593676016697;Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
8ddfce85c17b542296e4d41523bebd5d;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;
d604e79ecd235aa8ac20e7ba8a627949;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
de6be4e5b30e30cbfb7fbacffd24d966;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
d5209119d8d9bcdf056b45890946a767;Bacteria;;;;;;
7a1b70267ea9ed079063f25750b928ee;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NC2004 group;uncultured bacterium
867ad4019df07acba7928a500ec3e6e2;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
f7447d95d12a26995e7e6ba96ea106a8;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
495f9b80ea0c9adc77c72735ca738d4a;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;uncultured bacterium
97d58f7fcfba2894dd748a08ab0b5480;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;metagenome;metagenome
9a773b3f2284a2541791bb53d7a5ba68;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;bacterium 'New Zealand B'
47612dc209a53ddad59aac0f7f249a50;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
093bbf36e5e1a619e6f623bdd6c6c69f;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
d811fa63fc13a8d3d3deb7b6565bbd25;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Mitsuokella;uncultured Mitsuokella sp.
4c5d9993f37d2115bee93673c858ceb8;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
1d9db802d5304466eb80d5bbb28bdfc0;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
558b85c4127e52a5a149d8050caa9ec8;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;;
